Stage Name,stageCost,relDepth,stageClassification,avgDemand,stdDevDemand,stageTime,stdDev stageTime,stageTime_1,stageTime_%_1,stageTime_2,stageTime_%_2,stageTime_3,stageTime_%_3,stageTime_4,stageTime_%_4,stageTime_5,stageTime_%_5,stageTime_6,stageTime_%_6,xPosition,yPosition
Manuf_0029,$0.74 ,2,Manuf,,,6.00,,,,,,,,,,,,,,1120,3136
Manuf_0030,$0.92 ,2,Manuf,,,4.00,,,,,,,,,,,,,,1120,3328
Manuf_0031,$1.09 ,2,Manuf,,,6.00,,,,,,,,,,,,,,1120,3520
Manuf_0032,$0.81 ,2,Manuf,,,8.00,,,,,,,,,,,,,,1120,3712
Manuf_0033,$0.73 ,2,Manuf,,,4.00,,,,,,,,,,,,,,1120,4288
Manuf_0034,$1.04 ,2,Manuf,,,4.00,,,,,,,,,,,,,,1120,4480
Manuf_0035,$0.68 ,2,Manuf,,,4.00,,,,,,,,,,,,,,1120,4672
Manuf_0036,$1.02 ,2,Manuf,,,8.00,,,,,,,,,,,,,,1136,6400
Manuf_0037,$0.93 ,2,Manuf,,,4.00,,,,,,,,,,,,,,1136,6592
Manuf_0038,$1.08 ,2,Manuf,,,4.00,,,,,,,,,,,,,,1136,6976
Manuf_0039,$1.02 ,2,Manuf,,,4.00,,,,,,,,,,,,,,1136,7168
Manuf_0040,$1.13 ,2,Manuf,,,8.00,,,,,,,,,,,,,,1136,10048
Manuf_0041,$0.74 ,2,Manuf,,,4.00,,,,,,,,,,,,,,1136,10432
Manuf_0042,$0.92 ,2,Manuf,,,6.00,,,,,,,,,,,,,,1136,10624
Manuf_0043,$1.33 ,2,Manuf,,,4.00,,,,,,,,,,,,,,1136,10816
Manuf_0044,$1.00 ,2,Manuf,,,6.00,,,,,,,,,,,,,,1136,11008
Manuf_0045,$1.06 ,2,Manuf,,,4.00,,,,,,,,,,,,,,1136,11968
Manuf_0046,$1.07 ,2,Manuf,,,6.00,,,,,,,,,,,,,,1136,12320
Manuf_0047,$0.98 ,2,Manuf,,,2.00,,,,,,,,,,,,,,1136,12432
Manuf_0048,$0.81 ,2,Manuf,,,4.00,,,,,,,,,,,,,,1136,12480
Manuf_0049,$45.28 ,1,Manuf,,,8.00,,,,,,,,,,,,,,1344,32
Manuf_0050,$46.48 ,1,Manuf,48.99,67.12,8.00,,,,,,,,,,,,,,1344,80
Manuf_0051,$49.32 ,1,Manuf,,,8.00,,,,,,,,,,,,,,1344,128
Manuf_0052,$60.50 ,1,Manuf,53.83,41.70,6.00,,,,,,,,,,,,,,1344,176
Manuf_0053,$36.35 ,1,Manuf,,,2.00,,,,,,,,,,,,,,1344,224
Manuf_0054,$49.50 ,1,Manuf,37.52,39.62,2.00,,,,,,,,,,,,,,1344,304
Manuf_0055,$41.57 ,1,Manuf,,,6.00,,,,,,,,,,,,,,1344,576
Manuf_0056,$47.15 ,1,Manuf,,,4.00,,,,,,,,,,,,,,1344,768
Manuf_0057,$32.55 ,1,Manuf,,,4.00,,,,,,,,,,,,,,1344,960
Manuf_0058,$50.45 ,1,Manuf,,,4.00,,,,,,,,,,,,,,1344,1152
Manuf_0059,$49.54 ,1,Manuf,,,4.00,,,,,,,,,,,,,,1344,1344
Manuf_0060,$51.28 ,1,Manuf,,,8.00,,,,,,,,,,,,,,1344,1536
Manuf_0061,$46.49 ,1,Manuf,,,8.00,,,,,,,,,,,,,,1344,1728
Manuf_0062,$50.92 ,1,Manuf,,,6.00,,,,,,,,,,,,,,1344,1920
Manuf_0063,$135.58 ,1,Manuf,,,2.00,,,,,,,,,,,,,,1344,2176
Manuf_0064,$39.80 ,1,Manuf,,,2.00,,,,,,,,,,,,,,1344,2368
Manuf_0065,$50.87 ,1,Manuf,,,8.00,,,,,,,,,,,,,,1344,2464
Manuf_0066,$39.09 ,1,Manuf,,,6.00,,,,,,,,,,,,,,1344,2560
Manuf_0067,$43.44 ,1,Manuf,58.43,47.18,2.00,,,,,,,,,,,,,,1344,2624
Manuf_0068,$48.83 ,1,Manuf,41.10,24.65,8.00,,,,,,,,,,,,,,1344,2672
Manuf_0069,$33.78 ,1,Manuf,,,8.00,,,,,,,,,,,,,,1344,2752
Manuf_0070,$43.40 ,1,Manuf,,,4.00,,,,,,,,,,,,,,1344,2944
Manuf_0071,$41.46 ,1,Manuf,,,4.00,,,,,,,,,,,,,,1344,3136
Manuf_0072,$39.73 ,1,Manuf,,,4.00,,,,,,,,,,,,,,1344,3328
Manuf_0073,$45.28 ,1,Manuf,,,2.00,,,,,,,,,,,,,,1344,3520
Manuf_0074,$34.79 ,1,Manuf,,,6.00,,,,,,,,,,,,,,1344,3712
Manuf_0075,$32.36 ,1,Manuf,,,8.00,,,,,,,,,,,,,,1344,3904
Manuf_0076,$28.44 ,1,Manuf,,,8.00,,,,,,,,,,,,,,1344,4096
Manuf_0077,$37.29 ,1,Manuf,,,4.00,,,,,,,,,,,,,,1344,4288
Manuf_0078,$104.28 ,1,Manuf,,,6.00,,,,,,,,,,,,,,1344,4480
Manuf_0079,$97.99 ,1,Manuf,,,8.00,,,,,,,,,,,,,,1344,4672
Manuf_0080,$130.10 ,1,Manuf,,,4.00,,,,,,,,,,,,,,1344,6400
Manuf_0081,$114.09 ,1,Manuf,,,4.00,,,,,,,,,,,,,,1344,6592
Manuf_0082,$52.62 ,1,Manuf,,,8.00,,,,,,,,,,,,,,1344,6976
Manuf_0083,$37.50 ,1,Manuf,,,8.00,,,,,,,,,,,,,,1344,7168
Manuf_0084,$51.91 ,1,Manuf,,,2.00,,,,,,,,,,,,,,1344,10048
Manuf_0085,$56.97 ,1,Manuf,,,8.00,,,,,,,,,,,,,,1344,10432
Manuf_0086,$58.81 ,1,Manuf,,,8.00,,,,,,,,,,,,,,1344,10624
Manuf_0087,$93.08 ,1,Manuf,,,6.00,,,,,,,,,,,,,,1344,10816
Manuf_0088,$38.60 ,1,Manuf,,,8.00,,,,,,,,,,,,,,1344,11008
Manuf_0089,$36.32 ,1,Manuf,,,6.00,,,,,,,,,,,,,,1344,11200
Manuf_0090,$46.47 ,1,Manuf,,,6.00,,,,,,,,,,,,,,1344,11968
Manuf_0091,$34.68 ,1,Manuf,74.21,79.84,4.00,,,,,,,,,,,,,,1344,12320
Manuf_0092,$120.10 ,1,Manuf,54.50,49.12,8.00,,,,,,,,,,,,,,1344,12432
Manuf_0093,$33.44 ,1,Manuf,55.55,35.19,2.00,,,,,,,,,,,,,,1344,12480
Part_0001,$0.19 ,7,Part,,,50.00,,,,,,,,,,,,,,96,1360
Part_0002,$0.16 ,7,Part,,,35.00,,,,,,,,,,,,,,96,1488
Part_0003,$0.13 ,6,Part,,,36.00,,,,,,,,,,,,,,288,1424
Part_0004,$0.10 ,3,Part,,,28.00,,,,,,,,,,,,,,896,32
Part_0005,$3.70 ,3,Part,,,39.00,,,,,,,,,,,,,,896,64
Part_0006,$2.15 ,3,Part,,,26.00,,,,,,,,,,,,,,896,96
Part_0007,$0.67 ,3,Part,,,22.00,,,,,,,,,,,,,,896,128
Part_0008,$2.55 ,3,Part,,,25.00,,,,,,,,,,,,,,896,160
Part_0009,$12.03 ,3,Part,,,30.00,,,,,,,,,,,,,,896,192
Part_0010,$3.34 ,3,Part,,,37.00,,,,,,,,,,,,,,896,256
Part_0011,$1.19 ,3,Part,,,54.00,,,,,,,,,,,,,,896,288
Part_0012,$1.36 ,3,Part,,,29.00,,,,,,,,,,,,,,896,320
Part_0013,$1.27 ,3,Part,,,47.00,,,,,,,,,,,,,,896,352
Part_0014,$3.98 ,3,Part,,,31.00,,,,,,,,,,,,,,896,384
Part_0015,$1.09 ,3,Part,,,37.00,,,,,,,,,,,,,,896,416
Part_0016,$1.61 ,3,Part,,,24.00,,,,,,,,,,,,,,896,448
Part_0017,$0.25 ,3,Part,,,24.00,,,,,,,,,,,,,,896,480
Part_0018,$0.08 ,3,Part,,,25.00,,,,,,,,,,,,,,896,512
Part_0019,$5.41 ,3,Part,,,36.00,,,,,,,,,,,,,,896,544
Part_0020,$5.82 ,3,Part,,,32.00,,,,,,,,,,,,,,896,576
Part_0021,$0.70 ,3,Part,,,34.00,,,,,,,,,,,,,,896,608
Part_0022,$0.60 ,3,Part,,,39.00,,,,,,,,,,,,,,896,640
Part_0023,$1.70 ,3,Part,,,36.00,,,,,,,,,,,,,,896,672
Part_0024,$4.67 ,3,Part,,,33.00,,,,,,,,,,,,,,896,704
Part_0025,$0.67 ,3,Part,,,22.00,,,,,,,,,,,,,,896,736
Part_0026,$1.69 ,3,Part,,,34.00,,,,,,,,,,,,,,896,768
Part_0027,$2.79 ,3,Part,,,27.00,,,,,,,,,,,,,,896,800
Part_0028,$0.58 ,3,Part,,,25.00,,,,,,,,,,,,,,896,832
Part_0029,$0.94 ,3,Part,,,33.00,,,,,,,,,,,,,,896,864
Part_0030,$9.80 ,3,Part,,,22.00,,,,,,,,,,,,,,896,896
Part_0031,$1.20 ,3,Part,,,30.00,,,,,,,,,,,,,,896,928
Part_0032,$19.24 ,3,Part,,,48.00,,,,,,,,,,,,,,896,960
Part_0033,$0.32 ,3,Part,,,41.00,,,,,,,,,,,,,,896,992
Part_0034,$3.81 ,3,Part,,,27.00,,,,,,,,,,,,,,896,1024
Part_0035,$1.06 ,3,Part,,,28.00,,,,,,,,,,,,,,896,1056
Part_0036,$0.91 ,3,Part,,,49.00,,,,,,,,,,,,,,896,1088
Part_0037,$0.59 ,3,Part,,,28.00,,,,,,,,,,,,,,896,1120
Part_0038,$1.14 ,3,Part,,,31.00,,,,,,,,,,,,,,896,1152
Part_0039,$0.60 ,3,Part,,,27.00,,,,,,,,,,,,,,896,1184
Part_0040,$0.28 ,3,Part,,,25.00,,,,,,,,,,,,,,896,1216
Part_0041,$0.25 ,3,Part,,,24.00,,,,,,,,,,,,,,896,1248
Part_0042,$0.50 ,3,Part,,,39.00,,,,,,,,,,,,,,896,1280
Part_0043,$0.12 ,3,Part,,,28.00,,,,,,,,,,,,,,896,1312
Part_0044,$0.13 ,3,Part,,,29.00,,,,,,,,,,,,,,896,1344
Part_0045,$0.32 ,3,Part,,,32.00,,,,,,,,,,,,,,896,1376
Part_0046,$0.18 ,3,Part,,,36.00,,,,,,,,,,,,,,896,1408
Part_0047,$0.28 ,3,Part,,,30.00,,,,,,,,,,,,,,896,1440
Part_0048,$0.19 ,3,Part,,,19.00,,,,,,,,,,,,,,896,1472
Part_0049,$0.13 ,3,Part,,,21.00,,,,,,,,,,,,,,896,1504
Part_0050,$0.20 ,3,Part,,,34.00,,,,,,,,,,,,,,896,1536
Part_0051,$0.19 ,3,Part,,,27.00,,,,,,,,,,,,,,896,1568
Part_0052,$0.13 ,3,Part,,,24.00,,,,,,,,,,,,,,896,1600
Part_0053,$0.28 ,3,Part,,,37.00,,,,,,,,,,,,,,896,1632
Part_0054,$0.16 ,3,Part,,,45.00,,,,,,,,,,,,,,896,1664
Part_0055,$0.03 ,3,Part,,,22.00,,,,,,,,,,,,,,896,1696
Part_0056,$0.12 ,3,Part,,,35.00,,,,,,,,,,,,,,896,1728
Part_0057,$0.41 ,3,Part,,,17.00,,,,,,,,,,,,,,896,1760
Part_0058,$0.34 ,3,Part,,,28.00,,,,,,,,,,,,,,896,1792
Part_0059,$0.24 ,3,Part,,,27.00,,,,,,,,,,,,,,896,1824
Part_0060,$0.25 ,3,Part,,,21.00,,,,,,,,,,,,,,896,1856
Part_0061,$0.47 ,3,Part,,,14.00,,,,,,,,,,,,,,896,1888
Part_0062,$0.25 ,3,Part,,,51.00,,,,,,,,,,,,,,896,1920
Part_0063,$0.21 ,3,Part,,,42.00,,,,,,,,,,,,,,896,1952
Part_0064,$0.25 ,3,Part,,,37.00,,,,,,,,,,,,,,896,1984
Part_0065,$0.38 ,3,Part,,,24.00,,,,,,,,,,,,,,896,2016
Part_0066,$0.33 ,3,Part,,,30.00,,,,,,,,,,,,,,896,2048
Part_0067,$0.23 ,3,Part,,,19.00,,,,,,,,,,,,,,896,2080
Part_0068,$0.35 ,3,Part,,,31.00,,,,,,,,,,,,,,896,2112
Part_0069,$0.16 ,3,Part,,,19.00,,,,,,,,,,,,,,896,2144
Part_0070,$0.16 ,3,Part,,,29.00,,,,,,,,,,,,,,896,2176
Part_0071,$0.15 ,3,Part,,,37.00,,,,,,,,,,,,,,896,2208
Part_0072,$0.16 ,3,Part,,,30.00,,,,,,,,,,,,,,896,2240
Part_0073,$0.21 ,3,Part,,,47.00,,,,,,,,,,,,,,896,2272
Part_0074,$0.18 ,3,Part,,,17.00,,,,,,,,,,,,,,896,2304
Part_0075,$0.91 ,3,Part,,,34.00,,,,,,,,,,,,,,896,2368
Part_0076,$1.24 ,3,Part,,,38.00,,,,,,,,,,,,,,896,2400
Part_0077,$25.44 ,3,Part,,,23.00,,,,,,,,,,,,,,896,2432
Part_0078,$0.65 ,3,Part,,,22.00,,,,,,,,,,,,,,896,2464
Part_0079,$1.99 ,3,Part,,,50.00,,,,,,,,,,,,,,896,2496
Part_0080,$4.68 ,3,Part,,,35.00,,,,,,,,,,,,,,896,2528
Part_0081,$0.17 ,3,Part,,,37.00,,,,,,,,,,,,,,896,2560
Part_0082,$0.34 ,3,Part,,,38.00,,,,,,,,,,,,,,896,2592
Part_0083,$0.34 ,3,Part,,,32.00,,,,,,,,,,,,,,896,2624
Part_0084,$0.41 ,3,Part,,,28.00,,,,,,,,,,,,,,896,2656
Part_0085,$0.51 ,3,Part,,,27.00,,,,,,,,,,,,,,896,2688
Part_0086,$0.19 ,3,Part,,,40.00,,,,,,,,,,,,,,896,2720
Part_0087,$0.26 ,3,Part,,,22.00,,,,,,,,,,,,,,896,2752
Part_0088,$0.46 ,3,Part,,,14.00,,,,,,,,,,,,,,896,2784
Part_0089,$0.29 ,3,Part,,,24.00,,,,,,,,,,,,,,896,2816
Part_0090,$0.53 ,3,Part,,,25.00,,,,,,,,,,,,,,896,2848
Part_0091,$0.27 ,3,Part,,,25.00,,,,,,,,,,,,,,896,2880
Part_0092,$0.18 ,3,Part,,,33.00,,,,,,,,,,,,,,896,2912
Part_0093,$0.17 ,3,Part,,,32.00,,,,,,,,,,,,,,896,2944
Part_0094,$0.31 ,3,Part,,,41.00,,,,,,,,,,,,,,896,2976
Part_0095,$0.38 ,3,Part,,,32.00,,,,,,,,,,,,,,896,3008
Part_0096,$0.02 ,3,Part,,,31.00,,,,,,,,,,,,,,896,3040
Part_0097,$0.14 ,3,Part,,,40.00,,,,,,,,,,,,,,896,3072
Part_0098,$0.17 ,3,Part,,,29.00,,,,,,,,,,,,,,896,3104
Part_0099,$0.02 ,3,Part,,,25.00,,,,,,,,,,,,,,896,3136
Part_0100,$0.19 ,3,Part,,,33.00,,,,,,,,,,,,,,896,3168
Part_0101,$0.45 ,3,Part,,,33.00,,,,,,,,,,,,,,896,3200
Part_0102,$0.02 ,3,Part,,,39.00,,,,,,,,,,,,,,896,3232
Part_0103,$0.28 ,3,Part,,,30.00,,,,,,,,,,,,,,896,3264
Part_0104,$0.03 ,3,Part,,,27.00,,,,,,,,,,,,,,896,3296
Part_0105,$0.11 ,3,Part,,,35.00,,,,,,,,,,,,,,896,3328
Part_0106,$0.64 ,3,Part,,,32.00,,,,,,,,,,,,,,896,3360
Part_0107,$0.05 ,3,Part,,,41.00,,,,,,,,,,,,,,896,3392
Part_0108,$0.05 ,3,Part,,,22.00,,,,,,,,,,,,,,896,3424
Part_0109,$0.13 ,3,Part,,,25.00,,,,,,,,,,,,,,896,3456
Part_0110,$0.18 ,3,Part,,,33.00,,,,,,,,,,,,,,896,3488
Part_0111,$0.13 ,3,Part,,,24.00,,,,,,,,,,,,,,896,3520
Part_0112,$0.20 ,3,Part,,,37.00,,,,,,,,,,,,,,896,3552
Part_0113,$0.47 ,3,Part,,,33.00,,,,,,,,,,,,,,896,3584
Part_0114,$0.05 ,3,Part,,,44.00,,,,,,,,,,,,,,896,3616
Part_0115,$0.25 ,3,Part,,,36.00,,,,,,,,,,,,,,896,3648
Part_0116,$0.14 ,3,Part,,,37.00,,,,,,,,,,,,,,896,3680
Part_0117,$0.10 ,3,Part,,,38.00,,,,,,,,,,,,,,896,3712
Part_0118,$0.21 ,3,Part,,,33.00,,,,,,,,,,,,,,896,3744
Part_0119,$0.25 ,3,Part,,,39.00,,,,,,,,,,,,,,896,3776
Part_0120,$0.00 ,3,Part,,,26.00,,,,,,,,,,,,,,896,3808
Part_0121,$0.00 ,3,Part,,,26.00,,,,,,,,,,,,,,896,3840
Part_0122,$0.00 ,3,Part,,,33.00,,,,,,,,,,,,,,896,3872
Part_0123,$0.00 ,3,Part,,,26.00,,,,,,,,,,,,,,896,3904
Part_0124,$0.00 ,3,Part,,,23.00,,,,,,,,,,,,,,896,3936
Part_0125,$0.22 ,3,Part,,,30.00,,,,,,,,,,,,,,896,3968
Part_0126,$0.65 ,3,Part,,,42.00,,,,,,,,,,,,,,896,4000
Part_0127,$0.22 ,3,Part,,,32.00,,,,,,,,,,,,,,896,4032
Part_0128,$0.54 ,3,Part,,,28.00,,,,,,,,,,,,,,896,4064
Part_0129,$0.16 ,3,Part,,,27.00,,,,,,,,,,,,,,896,4096
Part_0130,$0.42 ,3,Part,,,19.00,,,,,,,,,,,,,,896,4128
Part_0131,$0.03 ,3,Part,,,43.00,,,,,,,,,,,,,,896,4160
Part_0132,$0.03 ,3,Part,,,34.00,,,,,,,,,,,,,,896,4192
Part_0133,$0.03 ,3,Part,,,37.00,,,,,,,,,,,,,,896,4224
Part_0134,$0.41 ,3,Part,,,37.00,,,,,,,,,,,,,,896,4256
Part_0135,$0.64 ,3,Part,,,23.00,,,,,,,,,,,,,,896,4288
Part_0136,$0.30 ,3,Part,,,35.00,,,,,,,,,,,,,,896,4320
Part_0137,$0.07 ,3,Part,,,35.00,,,,,,,,,,,,,,896,4352
Part_0138,$0.13 ,3,Part,,,52.00,,,,,,,,,,,,,,896,4384
Part_0139,$0.14 ,3,Part,,,30.00,,,,,,,,,,,,,,896,4416
Part_0140,$0.57 ,3,Part,,,39.00,,,,,,,,,,,,,,896,4448
Part_0141,$0.03 ,3,Part,,,45.00,,,,,,,,,,,,,,896,4480
Part_0142,$0.03 ,3,Part,,,31.00,,,,,,,,,,,,,,896,4512
Part_0143,$0.02 ,3,Part,,,28.00,,,,,,,,,,,,,,896,4544
Part_0144,$0.00 ,3,Part,,,28.00,,,,,,,,,,,,,,896,4576
Part_0145,$0.05 ,3,Part,,,54.00,,,,,,,,,,,,,,896,4608
Part_0146,$0.07 ,3,Part,,,51.00,,,,,,,,,,,,,,896,4640
Part_0147,$0.15 ,3,Part,,,33.00,,,,,,,,,,,,,,896,4672
Part_0148,$0.04 ,3,Part,,,18.00,,,,,,,,,,,,,,896,4704
Part_0149,$0.03 ,3,Part,,,40.00,,,,,,,,,,,,,,896,4736
Part_0150,$0.02 ,3,Part,,,29.00,,,,,,,,,,,,,,896,4768
Part_0151,$0.04 ,3,Part,,,42.00,,,,,,,,,,,,,,896,4800
Part_0152,$0.03 ,3,Part,,,17.00,,,,,,,,,,,,,,896,4832
Part_0153,$0.13 ,3,Part,,,48.00,,,,,,,,,,,,,,896,4864
Part_0154,$0.14 ,3,Part,,,26.00,,,,,,,,,,,,,,896,4896
Part_0155,$0.25 ,3,Part,,,16.00,,,,,,,,,,,,,,896,4928
Part_0156,$0.03 ,3,Part,,,46.00,,,,,,,,,,,,,,896,4960
Part_0157,$0.10 ,3,Part,,,32.00,,,,,,,,,,,,,,896,4992
Part_0158,$0.02 ,3,Part,,,51.00,,,,,,,,,,,,,,896,5024
Part_0159,$0.13 ,3,Part,,,31.00,,,,,,,,,,,,,,896,5056
Part_0160,$0.67 ,3,Part,,,37.00,,,,,,,,,,,,,,896,5088
Part_0161,$0.30 ,3,Part,,,24.00,,,,,,,,,,,,,,896,5120
Part_0162,$0.11 ,3,Part,,,29.00,,,,,,,,,,,,,,896,5152
Part_0163,$0.38 ,3,Part,,,37.00,,,,,,,,,,,,,,896,5184
Part_0164,$0.07 ,3,Part,,,55.00,,,,,,,,,,,,,,896,5216
Part_0165,$0.15 ,3,Part,,,31.00,,,,,,,,,,,,,,896,5248
Part_0166,$0.03 ,3,Part,,,28.00,,,,,,,,,,,,,,896,5280
Part_0167,$0.02 ,3,Part,,,26.00,,,,,,,,,,,,,,896,5312
Part_0168,$0.09 ,3,Part,,,23.00,,,,,,,,,,,,,,896,5344
Part_0169,$0.10 ,3,Part,,,38.00,,,,,,,,,,,,,,896,5376
Part_0170,$0.49 ,3,Part,,,19.00,,,,,,,,,,,,,,896,5408
Part_0171,$0.38 ,3,Part,,,47.00,,,,,,,,,,,,,,896,5440
Part_0172,$0.53 ,3,Part,,,38.00,,,,,,,,,,,,,,896,5472
Part_0173,$0.00 ,3,Part,,,36.00,,,,,,,,,,,,,,896,5504
Part_0174,$0.01 ,3,Part,,,27.00,,,,,,,,,,,,,,896,5536
Part_0175,$0.08 ,3,Part,,,33.00,,,,,,,,,,,,,,896,5568
Part_0176,$0.15 ,3,Part,,,29.00,,,,,,,,,,,,,,896,5600
Part_0177,$0.15 ,3,Part,,,33.00,,,,,,,,,,,,,,896,5632
Part_0178,$0.02 ,3,Part,,,35.00,,,,,,,,,,,,,,896,5664
Part_0179,$0.31 ,3,Part,,,25.00,,,,,,,,,,,,,,896,5696
Part_0180,$0.09 ,3,Part,,,35.00,,,,,,,,,,,,,,896,5728
Part_0181,$0.61 ,3,Part,,,36.00,,,,,,,,,,,,,,896,5760
Part_0182,$0.06 ,3,Part,,,31.00,,,,,,,,,,,,,,896,5792
Part_0183,$0.07 ,3,Part,,,39.00,,,,,,,,,,,,,,896,5824
Part_0184,$0.03 ,3,Part,,,32.00,,,,,,,,,,,,,,896,5856
Part_0185,$0.04 ,3,Part,,,25.00,,,,,,,,,,,,,,896,5888
Part_0186,$0.32 ,3,Part,,,21.00,,,,,,,,,,,,,,896,5920
Part_0187,$0.04 ,3,Part,,,26.00,,,,,,,,,,,,,,896,5952
Part_0188,$0.42 ,3,Part,,,26.00,,,,,,,,,,,,,,896,5984
Part_0189,$0.24 ,3,Part,,,42.00,,,,,,,,,,,,,,896,6016
Part_0190,$0.00 ,3,Part,,,52.00,,,,,,,,,,,,,,896,6048
Part_0191,$0.04 ,3,Part,,,26.00,,,,,,,,,,,,,,896,6080
Part_0192,$0.02 ,3,Part,,,33.00,,,,,,,,,,,,,,896,6112
Part_0193,$0.13 ,3,Part,,,41.00,,,,,,,,,,,,,,896,6144
Part_0194,$0.04 ,3,Part,,,42.00,,,,,,,,,,,,,,896,6176
Part_0195,$0.49 ,3,Part,,,22.00,,,,,,,,,,,,,,896,6208
Part_0196,$0.02 ,3,Part,,,35.00,,,,,,,,,,,,,,896,6240
Part_0197,$0.06 ,3,Part,,,24.00,,,,,,,,,,,,,,896,6272
Part_0198,$0.41 ,3,Part,,,41.00,,,,,,,,,,,,,,896,6304
Part_0199,$0.10 ,3,Part,,,29.00,,,,,,,,,,,,,,896,6336
Part_0200,$0.02 ,3,Part,,,15.00,,,,,,,,,,,,,,896,6368
Part_0201,$0.03 ,3,Part,,,38.00,,,,,,,,,,,,,,896,6400
Part_0202,$0.74 ,3,Part,,,20.00,,,,,,,,,,,,,,896,6432
Part_0203,$0.35 ,3,Part,,,21.00,,,,,,,,,,,,,,896,6464
Part_0204,$3.34 ,3,Part,,,34.00,,,,,,,,,,,,,,896,6496
Part_0205,$0.15 ,3,Part,,,43.00,,,,,,,,,,,,,,896,6528
Part_0206,$0.13 ,3,Part,,,24.00,,,,,,,,,,,,,,896,6560
Part_0207,$0.22 ,3,Part,,,24.00,,,,,,,,,,,,,,896,6592
Part_0208,$0.22 ,3,Part,,,26.00,,,,,,,,,,,,,,896,6624
Part_0209,$0.24 ,3,Part,,,33.00,,,,,,,,,,,,,,896,6656
Part_0210,$0.61 ,3,Part,,,30.00,,,,,,,,,,,,,,896,6688
Part_0211,$0.11 ,3,Part,,,41.00,,,,,,,,,,,,,,896,6720
Part_0212,$0.18 ,3,Part,,,28.00,,,,,,,,,,,,,,896,6752
Part_0213,$0.81 ,3,Part,,,29.00,,,,,,,,,,,,,,896,6784
Part_0214,$0.25 ,3,Part,,,37.00,,,,,,,,,,,,,,896,6816
Part_0215,$0.05 ,3,Part,,,20.00,,,,,,,,,,,,,,896,6848
Part_0216,$0.40 ,3,Part,,,34.00,,,,,,,,,,,,,,896,6880
Part_0217,$0.34 ,3,Part,,,36.00,,,,,,,,,,,,,,896,6912
Part_0218,$0.20 ,3,Part,,,30.00,,,,,,,,,,,,,,896,6944
Part_0219,$0.94 ,3,Part,,,38.00,,,,,,,,,,,,,,896,6976
Part_0220,$0.10 ,3,Part,,,32.00,,,,,,,,,,,,,,896,7008
Part_0221,$0.95 ,3,Part,,,21.00,,,,,,,,,,,,,,896,7040
Part_0222,$0.34 ,3,Part,,,37.00,,,,,,,,,,,,,,896,7072
