Stage Name,stageCost,relDepth,stageClassification,avgDemand,stdDevDemand,stageTime,stdDev stageTime,stageTime_1,stageTime_%_1,stageTime_2,stageTime_%_2,stageTime_3,stageTime_%_3,stageTime_4,stageTime_%_4,stageTime_5,stageTime_%_5,stageTime_6,stageTime_%_6,xPosition,yPosition
Manuf_0047,$18.12 ,2,Manuf,,,1.09,,,,,,,,,,,,,,352,1504
Manuf_0048,$5.07 ,2,Manuf,,,1.08,,,,,,,,,,,,,,352,1536
Manuf_0049,$14.84 ,2,Manuf,,,1.04,,,,,,,,,,,,,,352,1568
Manuf_0050,$17.96 ,2,Manuf,,,1.09,,,,,,,,,,,,,,352,1600
Manuf_0051,$2.42 ,2,Manuf,,,1.13,,,,,,,,,,,,,,352,1632
Manuf_0052,$70.88 ,2,Manuf,,,1,,,,,,,,,,,,,,352,1664
Manuf_0053,$54.87 ,2,Manuf,,,1.08,,,,,,,,,,,,,,352,1696
Manuf_0054,$50.46 ,2,Manuf,,,1.16,,,,,,,,,,,,,,352,1728
Manuf_0055,$81.88 ,2,Manuf,,,1.09,,,,,,,,,,,,,,352,1760
Manuf_0056,$87.33 ,2,Manuf,,,1.2,,,,,,,,,,,,,,352,1792
Manuf_0057,$65.62 ,2,Manuf,,,1.18,,,,,,,,,,,,,,352,1824
Manuf_0058,$74.11 ,2,Manuf,,,1.07,,,,,,,,,,,,,,352,1856
Manuf_0059,$57.47 ,2,Manuf,,,1.04,,,,,,,,,,,,,,352,1888
Manuf_0060,$30.25 ,2,Manuf,,,1,,,,,,,,,,,,,,352,1920
Manuf_0061,$21.69 ,2,Manuf,,,1.1,,,,,,,,,,,,,,352,1952
Manuf_0062,$30.45 ,2,Manuf,,,1,,,,,,,,,,,,,,352,1984
Manuf_0063,$20.97 ,2,Manuf,,,1.16,,,,,,,,,,,,,,352,2016
Manuf_0064,$23.01 ,2,Manuf,,,1.09,,,,,,,,,,,,,,352,2048
Manuf_0065,$20.65 ,2,Manuf,,,1.09,,,,,,,,,,,,,,352,2080
Manuf_0066,$20.56 ,2,Manuf,,,1.16,,,,,,,,,,,,,,352,2112
Manuf_0067,$23.37 ,2,Manuf,,,1.1,,,,,,,,,,,,,,352,2144
Manuf_0068,$23.87 ,2,Manuf,,,1.15,,,,,,,,,,,,,,352,2176
Manuf_0069,$55.10 ,2,Manuf,,,1.08,,,,,,,,,,,,,,352,2208
Manuf_0070,$51.51 ,2,Manuf,,,1.14,,,,,,,,,,,,,,352,2240
Manuf_0071,$45.10 ,2,Manuf,,,1.07,,,,,,,,,,,,,,352,2272
Manuf_0072,$37.51 ,2,Manuf,,,1.03,,,,,,,,,,,,,,352,2304
Manuf_0073,$64.70 ,2,Manuf,,,1,,,,,,,,,,,,,,352,2336
Manuf_0074,$69.13 ,2,Manuf,,,1.17,,,,,,,,,,,,,,352,2368
Manuf_0075,$83.26 ,2,Manuf,,,1.15,,,,,,,,,,,,,,352,2400
Manuf_0076,$84.64 ,2,Manuf,,,1.1,,,,,,,,,,,,,,352,2432
Manuf_0077,$78.31 ,2,Manuf,,,1.18,,,,,,,,,,,,,,352,2464
Manuf_0078,$30.17 ,2,Manuf,,,1.14,,,,,,,,,,,,,,352,2496
Manuf_0079,$35.75 ,2,Manuf,,,1.06,,,,,,,,,,,,,,352,2528
Manuf_0080,$36.49 ,2,Manuf,,,1.14,,,,,,,,,,,,,,352,2560
Manuf_0081,$35.93 ,2,Manuf,,,1.14,,,,,,,,,,,,,,352,2592
Manuf_0082,$23.10 ,2,Manuf,,,1.13,,,,,,,,,,,,,,352,2624
Manuf_0083,$26.61 ,2,Manuf,,,1.14,,,,,,,,,,,,,,352,2656
Manuf_0084,$26.57 ,2,Manuf,,,1.03,,,,,,,,,,,,,,352,2688
Manuf_0085,$67.19 ,2,Manuf,,,1.07,,,,,,,,,,,,,,352,2720
Manuf_0086,$44.58 ,2,Manuf,,,1.19,,,,,,,,,,,,,,352,2752
Manuf_0087,$40.17 ,2,Manuf,,,1.11,,,,,,,,,,,,,,352,2784
Part_0001,$0.53 ,3,Part,,,10,2,,,,,,,,,,,,,176,32
Part_0002,$0.36 ,3,Part,,,10,2,,,,,,,,,,,,,176,64
Part_0003,$0.37 ,3,Part,,,10,2,,,,,,,,,,,,,176,96
Part_0004,$0.40 ,3,Part,,,10,2,,,,,,,,,,,,,176,128
Part_0005,$0.52 ,3,Part,,,10,2,,,,,,,,,,,,,176,160
Part_0006,$0.49 ,3,Part,,,10,2,,,,,,,,,,,,,176,192
Part_0007,$0.48 ,3,Part,,,10,2,,,,,,,,,,,,,176,224
Part_0008,$0.49 ,3,Part,,,10,2,,,,,,,,,,,,,176,256
Part_0009,$0.98 ,3,Part,,,10,2,,,,,,,,,,,,,176,288
Part_0010,$1.07 ,3,Part,,,10,2,,,,,,,,,,,,,176,320
Part_0011,$1.08 ,3,Part,,,10,2,,,,,,,,,,,,,176,352
Part_0012,$0.77 ,3,Part,,,10,2,,,,,,,,,,,,,176,384
Part_0013,$0.97 ,3,Part,,,10,2,,,,,,,,,,,,,176,416
Part_0014,$1.82 ,3,Part,,,10,2,,,,,,,,,,,,,176,448
Part_0015,$0.49 ,3,Part,,,10,2,,,,,,,,,,,,,176,480
Part_0016,$2.80 ,3,Part,,,10,2,,,,,,,,,,,,,176,512
Part_0017,$0.45 ,3,Part,,,10,2,,,,,,,,,,,,,176,544
Part_0018,$0.45 ,3,Part,,,10,2,,,,,,,,,,,,,176,576
Part_0019,$0.39 ,3,Part,,,10,2,,,,,,,,,,,,,176,608
Part_0020,$0.68 ,3,Part,,,10,2,,,,,,,,,,,,,176,640
Part_0021,$0.74 ,3,Part,,,10,2,,,,,,,,,,,,,176,672
Part_0022,$0.86 ,3,Part,,,10,2,,,,,,,,,,,,,176,704
Part_0023,$0.44 ,3,Part,,,10,2,,,,,,,,,,,,,176,736
Part_0024,$0.80 ,3,Part,,,10,2,,,,,,,,,,,,,176,768
Part_0025,$0.70 ,3,Part,,,10,2,,,,,,,,,,,,,176,800
Part_0026,$0.63 ,3,Part,,,10,2,,,,,,,,,,,,,176,832
Part_0027,$0.75 ,3,Part,,,10,2,,,,,,,,,,,,,176,864
Part_0028,$1.14 ,3,Part,,,10,2,,,,,,,,,,,,,176,896
Part_0029,$1.69 ,3,Part,,,10,2,,,,,,,,,,,,,176,928
Part_0030,$0.49 ,3,Part,,,10,2,,,,,,,,,,,,,176,960
Part_0031,$0.49 ,3,Part,,,10,2,,,,,,,,,,,,,176,992
Part_0032,$0.52 ,3,Part,,,10,2,,,,,,,,,,,,,176,1024
Part_0033,$0.47 ,3,Part,,,10,2,,,,,,,,,,,,,176,1056
Part_0034,$0.47 ,3,Part,,,10,2,,,,,,,,,,,,,176,1088
Part_0035,$0.47 ,3,Part,,,10,2,,,,,,,,,,,,,176,1120
Part_0036,$0.45 ,3,Part,,,10,2,,,,,,,,,,,,,176,1152
Part_0037,$0.46 ,3,Part,,,10,2,,,,,,,,,,,,,176,1184
Part_0038,$16.69 ,3,Part,,,10,2,,,,,,,,,,,,,176,1216
Part_0039,$0.47 ,3,Part,,,10,2,,,,,,,,,,,,,176,1248
Part_0040,$2.48 ,3,Part,,,10,2,,,,,,,,,,,,,176,1280
Part_0041,$2.93 ,3,Part,,,10,2,,,,,,,,,,,,,176,1312
Part_0042,$0.51 ,3,Part,,,10,2,,,,,,,,,,,,,176,1344
Part_0043,$2.12 ,3,Part,,,10,2,,,,,,,,,,,,,176,1376
Part_0044,$2.18 ,3,Part,,,10,2,,,,,,,,,,,,,176,1408
Part_0045,$2.77 ,3,Part,,,10,2,,,,,,,,,,,,,176,1440
Part_0046,$2.58 ,3,Part,,,10,2,,,,,,,,,,,,,176,1472
Part_0047,$1.88 ,3,Part,,,10,2,,,,,,,,,,,,,176,1504
Part_0048,$2.27 ,3,Part,,,10,2,,,,,,,,,,,,,176,1536
Part_0049,$1.71 ,3,Part,,,10,2,,,,,,,,,,,,,176,1568
Part_0050,$1.96 ,3,Part,,,10,2,,,,,,,,,,,,,176,1600
Part_0051,$1.75 ,3,Part,,,10,2,,,,,,,,,,,,,176,1632
Part_0052,$2.29 ,3,Part,,,10,2,,,,,,,,,,,,,176,1664
Part_0053,$1.87 ,3,Part,,,10,2,,,,,,,,,,,,,176,1696
Part_0054,$2.00 ,3,Part,,,10,2,,,,,,,,,,,,,176,1728
Part_0055,$0.85 ,3,Part,,,10,2,,,,,,,,,,,,,176,1760
Part_0056,$1.56 ,3,Part,,,10,2,,,,,,,,,,,,,176,1792
Part_0057,$1.35 ,3,Part,,,10,2,,,,,,,,,,,,,176,1824
Part_0058,$1.59 ,3,Part,,,10,2,,,,,,,,,,,,,176,1856
Part_0059,$0.43 ,3,Part,,,10,2,,,,,,,,,,,,,176,1888
Part_0060,$0.50 ,3,Part,,,10,2,,,,,,,,,,,,,176,1920
Part_0061,$0.51 ,3,Part,,,10,2,,,,,,,,,,,,,176,1952
Part_0062,$0.52 ,3,Part,,,10,2,,,,,,,,,,,,,176,1984
Part_0063,$0.40 ,3,Part,,,10,2,,,,,,,,,,,,,176,2016
Part_0064,$0.38 ,3,Part,,,10,2,,,,,,,,,,,,,176,2048
Part_0065,$0.46 ,3,Part,,,10,2,,,,,,,,,,,,,176,2080
Part_0066,$0.47 ,3,Part,,,10,2,,,,,,,,,,,,,176,2112
Part_0067,$0.51 ,3,Part,,,10,2,,,,,,,,,,,,,176,2144
Part_0068,$10.81 ,3,Part,,,10,2,,,,,,,,,,,,,176,2176
Part_0069,$10.25 ,3,Part,,,10,2,,,,,,,,,,,,,176,2208
Part_0070,$19.28 ,3,Part,,,10,2,,,,,,,,,,,,,176,2240
Part_0071,$2.79 ,3,Part,,,10,2,,,,,,,,,,,,,176,2272
Part_0072,$4.08 ,3,Part,,,10,2,,,,,,,,,,,,,176,2304
Part_0073,$3.61 ,3,Part,,,10,2,,,,,,,,,,,,,176,2336
Part_0074,$3.72 ,3,Part,,,10,2,,,,,,,,,,,,,176,2368
Part_0075,$6.20 ,3,Part,,,10,2,,,,,,,,,,,,,176,2400
Part_0076,$4.77 ,3,Part,,,10,2,,,,,,,,,,,,,176,2432
Part_0077,$5.73 ,3,Part,,,10,2,,,,,,,,,,,,,176,2464
Part_0078,$4.46 ,3,Part,,,10,2,,,,,,,,,,,,,176,2496
Part_0079,$4.86 ,3,Part,,,10,2,,,,,,,,,,,,,176,2528
Part_0080,$2.17 ,3,Part,,,10,2,,,,,,,,,,,,,176,2560
Part_0081,$2.30 ,3,Part,,,10,2,,,,,,,,,,,,,176,2592
Part_0082,$4.97 ,3,Part,,,10,2,,,,,,,,,,,,,176,2624
Part_0083,$5.79 ,3,Part,,,10,2,,,,,,,,,,,,,176,2656
Part_0084,$4.16 ,3,Part,,,10,2,,,,,,,,,,,,,176,2688
Part_0085,$3.13 ,3,Part,,,10,2,,,,,,,,,,,,,176,2720
Part_0086,$3.09 ,3,Part,,,10,2,,,,,,,,,,,,,176,2752
Part_0087,$4.38 ,3,Part,,,10,2,,,,,,,,,,,,,176,2784
Part_0088,$3.22 ,3,Part,,,10,2,,,,,,,,,,,,,176,2816
Part_0089,$4.31 ,3,Part,,,10,2,,,,,,,,,,,,,176,2848
Part_0090,$4.50 ,3,Part,,,10,2,,,,,,,,,,,,,176,2880
Part_0091,$5.79 ,3,Part,,,10,2,,,,,,,,,,,,,176,2912
Part_0092,$8.76 ,3,Part,,,10,2,,,,,,,,,,,,,176,2944
Part_0093,$7.63 ,3,Part,,,10,2,,,,,,,,,,,,,176,2976
Part_0094,$5.91 ,3,Part,,,10,2,,,,,,,,,,,,,176,3008
Part_0095,$5.66 ,3,Part,,,10,2,,,,,,,,,,,,,176,3040
Part_0096,$9.26 ,3,Part,,,10,2,,,,,,,,,,,,,176,3072
Part_0097,$7.09 ,3,Part,,,10,2,,,,,,,,,,,,,176,3104
Part_0098,$6.18 ,3,Part,,,10,2,,,,,,,,,,,,,176,3136
Part_0099,$4.65 ,3,Part,,,10,2,,,,,,,,,,,,,176,3168
Part_0100,$7.77 ,3,Part,,,10,2,,,,,,,,,,,,,176,3200
Part_0101,$8.79 ,3,Part,,,10,2,,,,,,,,,,,,,176,3232
Part_0102,$6.25 ,3,Part,,,10,2,,,,,,,,,,,,,176,3264
Part_0103,$2.18 ,3,Part,,,10,2,,,,,,,,,,,,,176,3296
Part_0104,$5.42 ,3,Part,,,10,2,,,,,,,,,,,,,176,3328
Part_0105,$3.93 ,3,Part,,,10,2,,,,,,,,,,,,,176,3360
Part_0106,$2.25 ,3,Part,,,10,2,,,,,,,,,,,,,176,3392
Part_0107,$4.25 ,3,Part,,,10,2,,,,,,,,,,,,,176,3424
Part_0108,$4.84 ,3,Part,,,10,2,,,,,,,,,,,,,176,3456
Part_0109,$2.07 ,3,Part,,,10,2,,,,,,,,,,,,,176,3488
Part_0110,$3.59 ,3,Part,,,10,2,,,,,,,,,,,,,176,3520
Part_0111,$4.91 ,3,Part,,,10,2,,,,,,,,,,,,,176,3552
Part_0112,$2.52 ,3,Part,,,10,2,,,,,,,,,,,,,176,3584
Part_0113,$2.37 ,3,Part,,,10,2,,,,,,,,,,,,,176,3616
Part_0114,$7.93 ,3,Part,,,10,2,,,,,,,,,,,,,176,3648
Part_0115,$7.50 ,3,Part,,,10,2,,,,,,,,,,,,,176,3680
Part_0116,$8.56 ,3,Part,,,10,2,,,,,,,,,,,,,176,3712
Part_0117,$10.19 ,3,Part,,,10,2,,,,,,,,,,,,,176,3744
Part_0118,$8.99 ,3,Part,,,10,2,,,,,,,,,,,,,176,3776
Part_0119,$3.24 ,3,Part,,,10,2,,,,,,,,,,,,,176,3808
Part_0120,$3.30 ,3,Part,,,10,2,,,,,,,,,,,,,176,3840
Part_0121,$3.36 ,3,Part,,,10,2,,,,,,,,,,,,,176,3872
Part_0122,$1.54 ,3,Part,,,10,2,,,,,,,,,,,,,176,3904
Part_0123,$1.49 ,3,Part,,,10,2,,,,,,,,,,,,,176,3936
Part_0124,$1.65 ,3,Part,,,10,2,,,,,,,,,,,,,176,3968
Part_0125,$1.38 ,3,Part,,,10,2,,,,,,,,,,,,,176,4000
Part_0126,$1.59 ,3,Part,,,10,2,,,,,,,,,,,,,176,4032
Part_0127,$3.53 ,3,Part,,,10,2,,,,,,,,,,,,,176,4064
Part_0128,$4.22 ,3,Part,,,10,2,,,,,,,,,,,,,176,4096
Part_0129,$3.47 ,3,Part,,,10,2,,,,,,,,,,,,,176,4128
Part_0130,$3.67 ,3,Part,,,10,2,,,,,,,,,,,,,176,4160
Part_0131,$3.84 ,3,Part,,,10,2,,,,,,,,,,,,,176,4192
Part_0132,$3.96 ,3,Part,,,10,2,,,,,,,,,,,,,176,4224
Part_0133,$4.41 ,3,Part,,,10,2,,,,,,,,,,,,,176,4256
Part_0134,$17.28 ,3,Part,,,10,2,,,,,,,,,,,,,176,4288
Part_0135,$14.60 ,3,Part,,,10,2,,,,,,,,,,,,,176,4320
Part_0136,$15.20 ,3,Part,,,10,2,,,,,,,,,,,,,176,4352
Part_0137,$14.12 ,3,Part,,,10,2,,,,,,,,,,,,,176,4384
Part_0138,$3.12 ,3,Part,,,10,2,,,,,,,,,,,,,176,4416
Part_0139,$3.10 ,3,Part,,,10,2,,,,,,,,,,,,,176,4448
Part_0140,$3.10 ,3,Part,,,10,2,,,,,,,,,,,,,176,4480
Part_0141,$3.61 ,3,Part,,,10,2,,,,,,,,,,,,,176,4512
Part_0142,$3.54 ,3,Part,,,10,2,,,,,,,,,,,,,176,4544
Part_0143,$4.07 ,3,Part,,,10,2,,,,,,,,,,,,,176,4576
Part_0144,$3.44 ,3,Part,,,10,2,,,,,,,,,,,,,176,4608
Part_0145,$3.32 ,3,Part,,,10,2,,,,,,,,,,,,,176,4640
Part_0146,$3.84 ,3,Part,,,10,2,,,,,,,,,,,,,176,4672
Part_0147,$3.63 ,3,Part,,,10,2,,,,,,,,,,,,,176,4704
Part_0148,$3.97 ,3,Part,,,10,2,,,,,,,,,,,,,176,4736
Part_0149,$3.55 ,3,Part,,,10,2,,,,,,,,,,,,,176,4768
Part_0150,$5.79 ,3,Part,,,10,2,,,,,,,,,,,,,176,4800
Part_0151,$8.52 ,3,Part,,,10,2,,,,,,,,,,,,,176,4832
Part_0152,$5.16 ,3,Part,,,10,2,,,,,,,,,,,,,176,4864
Part_0153,$6.88 ,3,Part,,,10,2,,,,,,,,,,,,,176,4896
Part_0154,$6.95 ,3,Part,,,10,2,,,,,,,,,,,,,176,4928
Part_0155,$5.77 ,3,Part,,,10,2,,,,,,,,,,,,,176,4960
Part_0156,$8.53 ,3,Part,,,10,2,,,,,,,,,,,,,176,4992
Part_0157,$7.55 ,3,Part,,,10,2,,,,,,,,,,,,,176,5024
Part_0158,$3.08 ,3,Part,,,10,2,,,,,,,,,,,,,176,5056
Part_0159,$3.65 ,3,Part,,,10,2,,,,,,,,,,,,,176,5088
Part_0160,$4.15 ,3,Part,,,10,2,,,,,,,,,,,,,176,5120
Part_0161,$2.69 ,3,Part,,,10,2,,,,,,,,,,,,,176,5152
Part_0162,$4.34 ,3,Part,,,10,2,,,,,,,,,,,,,176,5184
Part_0163,$1.66 ,3,Part,,,10,2,,,,,,,,,,,,,176,5216
Part_0164,$2.85 ,3,Part,,,10,2,,,,,,,,,,,,,176,5248
Part_0165,$3.29 ,3,Part,,,10,2,,,,,,,,,,,,,176,5280
Part_0166,$11.10 ,3,Part,,,10,2,,,,,,,,,,,,,176,5312
Part_0167,$10.57 ,3,Part,,,10,2,,,,,,,,,,,,,176,5344
Part_0168,$12.44 ,3,Part,,,10,2,,,,,,,,,,,,,176,5376
Part_0169,$15.22 ,3,Part,,,10,2,,,,,,,,,,,,,176,5408
Part_0170,$11.75 ,3,Part,,,10,2,,,,,,,,,,,,,176,5440
Part_0171,$2.86 ,3,Part,,,10,2,,,,,,,,,,,,,176,5472
Part_0172,$3.97 ,3,Part,,,10,2,,,,,,,,,,,,,176,5504
Part_0173,$2.12 ,3,Part,,,10,2,,,,,,,,,,,,,176,5536
Part_0174,$2.52 ,3,Part,,,10,2,,,,,,,,,,,,,176,5568
Part_0175,$3.07 ,3,Part,,,10,2,,,,,,,,,,,,,176,5600
Part_0176,$0.91 ,3,Part,,,10,2,,,,,,,,,,,,,176,5632
Part_0177,$1.05 ,3,Part,,,10,2,,,,,,,,,,,,,176,5664
Part_0178,$0.49 ,3,Part,,,10,2,,,,,,,,,,,,,176,5696
Part_0179,$0.39 ,3,Part,,,10,2,,,,,,,,,,,,,176,5728
Part_0180,$0.99 ,3,Part,,,10,2,,,,,,,,,,,,,176,5760
Part_0181,$0.49 ,3,Part,,,10,2,,,,,,,,,,,,,176,5792
Part_0182,$4.59 ,3,Part,,,10,2,,,,,,,,,,,,,176,5824
Part_0183,$5.82 ,3,Part,,,10,2,,,,,,,,,,,,,176,5856
Part_0184,$3.25 ,3,Part,,,10,2,,,,,,,,,,,,,176,5888
Part_0185,$4.32 ,3,Part,,,10,2,,,,,,,,,,,,,176,5920
Part_0186,$6.10 ,3,Part,,,10,2,,,,,,,,,,,,,176,5952
Part_0187,$1.55 ,3,Part,,,10,2,,,,,,,,,,,,,176,5984
Part_0188,$1.60 ,3,Part,,,10,2,,,,,,,,,,,,,176,6016
Part_0189,$33.64 ,3,Part,,,10,2,,,,,,,,,,,,,176,6048
Part_0190,$29.96 ,3,Part,,,10,2,,,,,,,,,,,,,176,6080
Part_0191,$37.37 ,3,Part,,,10,2,,,,,,,,,,,,,176,6112
Part_0192,$45.32 ,3,Part,,,10,2,,,,,,,,,,,,,176,6144
Part_0193,$36.57 ,3,Part,,,10,2,,,,,,,,,,,,,176,6176
Part_0194,$24.01 ,3,Part,,,10,2,,,,,,,,,,,,,176,6208
Part_0195,$42.21 ,3,Part,,,10,2,,,,,,,,,,,,,176,6240
Part_0196,$37.18 ,3,Part,,,10,2,,,,,,,,,,,,,176,6272
Part_0197,$30.72 ,3,Part,,,10,2,,,,,,,,,,,,,176,6304
Part_0198,$0.98 ,3,Part,,,10,2,,,,,,,,,,,,,176,6336
Part_0199,$0.83 ,3,Part,,,10,2,,,,,,,,,,,,,176,6368
Part_0200,$1.15 ,3,Part,,,10,2,,,,,,,,,,,,,176,6400
Part_0201,$1.02 ,3,Part,,,10,2,,,,,,,,,,,,,176,6432
Part_0202,$1.49 ,3,Part,,,10,2,,,,,,,,,,,,,176,6464
Part_0203,$1.07 ,3,Part,,,10,2,,,,,,,,,,,,,176,6496
Part_0204,$0.89 ,3,Part,,,10,2,,,,,,,,,,,,,176,6528
Part_0205,$0.87 ,3,Part,,,10,2,,,,,,,,,,,,,176,6560
Part_0206,$0.87 ,3,Part,,,10,2,,,,,,,,,,,,,176,6592
Part_0207,$1.12 ,3,Part,,,10,2,,,,,,,,,,,,,176,6624
Part_0208,$0.70 ,3,Part,,,10,2,,,,,,,,,,,,,176,6656
Part_0209,$0.77 ,3,Part,,,10,2,,,,,,,,,,,,,176,6688
Part_0210,$1.03 ,3,Part,,,10,2,,,,,,,,,,,,,176,6720
Part_0211,$1.20 ,3,Part,,,10,2,,,,,,,,,,,,,176,6752
Part_0212,$1.86 ,3,Part,,,10,2,,,,,,,,,,,,,176,6784
Part_0213,$1.86 ,3,Part,,,10,2,,,,,,,,,,,,,176,6816
Part_0214,$2.21 ,3,Part,,,10,2,,,,,,,,,,,,,176,6848
Part_0215,$2.67 ,3,Part,,,10,2,,,,,,,,,,,,,176,6880
Part_0216,$1.37 ,3,Part,,,10,2,,,,,,,,,,,,,176,6912
Part_0217,$1.43 ,3,Part,,,10,2,,,,,,,,,,,,,176,6944
Part_0218,$2.45 ,3,Part,,,10,2,,,,,,,,,,,,,176,6976
Part_0219,$2.39 ,3,Part,,,10,2,,,,,,,,,,,,,176,7008
Part_0220,$0.52 ,3,Part,,,10,2,,,,,,,,,,,,,176,7040
Part_0221,$0.42 ,3,Part,,,10,2,,,,,,,,,,,,,176,7072
Part_0222,$0.36 ,3,Part,,,10,2,,,,,,,,,,,,,176,7104
Part_0223,$0.42 ,3,Part,,,10,2,,,,,,,,,,,,,176,7136
Part_0224,$0.45 ,3,Part,,,10,2,,,,,,,,,,,,,176,7168
Part_0225,$15.19 ,3,Part,,,10,2,,,,,,,,,,,,,176,7200
Part_0226,$15.99 ,3,Part,,,10,2,,,,,,,,,,,,,176,7232
Part_0227,$17.03 ,3,Part,,,10,2,,,,,,,,,,,,,176,7264
Part_0228,$27.67 ,3,Part,,,10,2,,,,,,,,,,,,,176,7296
Part_0229,$36.34 ,3,Part,,,10,2,,,,,,,,,,,,,176,7328
Part_0230,$28.46 ,3,Part,,,10,2,,,,,,,,,,,,,176,7360
Part_0231,$0.43 ,3,Part,,,10,2,,,,,,,,,,,,,176,7392
Part_0232,$0.63 ,3,Part,,,10,2,,,,,,,,,,,,,176,7424
Part_0233,$0.65 ,3,Part,,,10,2,,,,,,,,,,,,,176,7456
Part_0234,$0.93 ,3,Part,,,10,2,,,,,,,,,,,,,176,7488
Part_0235,$0.85 ,3,Part,,,10,2,,,,,,,,,,,,,176,7520
Part_0236,$0.78 ,3,Part,,,10,2,,,,,,,,,,,,,176,7552
Part_0237,$0.97 ,3,Part,,,10,2,,,,,,,,,,,,,176,7584
